Date,Open,High,Low,Close,Adj Close,Volume
2011-06-30,80.400002,81.269997,80.089996,80.970001,58.887226,1487100
2011-07-01,80.870003,82.010002,80.690002,81.970001,59.614498,1200900
2011-07-05,81.629997,81.629997,80.639999,80.970001,58.887226,1310400
2011-07-06,80.970001,81.930000,80.930000,81.620003,59.359955,2339400
2011-07-07,82.230003,82.230003,81.239998,81.360001,59.170860,1950500
2011-07-08,80.589996,81.029999,80.309998,80.510002,58.552670,2071200
2011-07-11,79.730003,80.110001,79.510002,79.980003,58.167252,1733800
2011-07-12,79.870003,80.000000,79.250000,79.709999,57.970860,1975900
2011-07-13,80.070000,80.879997,79.440002,79.669998,57.941769,1824700
2011-07-14,79.629997,79.720001,78.940002,79.199997,57.599941,1574500
2011-07-15,79.459999,79.459999,77.610001,78.370003,56.996304,2322800
2011-07-18,78.120003,78.139999,76.959999,77.440002,56.319977,1574100
2011-07-19,77.510002,78.669998,77.470001,78.400002,57.018147,1790900
2011-07-20,78.400002,78.800003,77.989998,78.320000,56.959949,1431600
2011-07-21,78.790001,80.389999,78.589996,80.160004,58.298149,1794700
2011-07-22,79.879997,80.000000,78.980003,79.599998,57.890862,1272300
2011-07-25,78.910004,79.739998,78.529999,79.300003,57.672695,1514700
2011-07-26,81.339996,81.989998,79.940002,80.820000,58.778145,3087900
2011-07-27,80.279999,80.580002,77.220001,77.459999,56.334511,2930800
2011-07-28,77.449997,77.849998,74.440002,75.290001,54.756313,4943700
2011-07-29,74.620003,76.940002,74.589996,75.730003,55.076321,3452100
2011-08-01,76.110001,76.110001,73.430000,74.459999,54.152672,3494100
2011-08-02,73.959999,75.110001,73.620003,73.680000,53.585400,4183000
2011-08-03,73.540001,74.010002,72.349998,73.559998,53.498138,3432800
2011-08-04,72.879997,72.959999,71.300003,71.320000,51.869038,3333000
2011-08-05,72.040001,73.980003,71.980003,72.820000,52.959957,6414600
2011-08-08,71.650002,72.870003,68.769997,68.900002,50.109062,4897200
2011-08-09,69.449997,70.989998,67.059998,70.879997,51.549042,8253700
2011-08-10,69.480003,69.800003,66.680000,66.870003,48.632694,4806500
2011-08-11,66.989998,69.699997,66.360001,68.839996,50.065418,3298900
2011-08-12,69.660004,70.349998,68.070000,69.120003,50.269058,3262300
