Date,Open,High,Low,Close,Volume
03/30/2021,"77.62","78.45","77.26","77.82","5,539,981"
03/29/2021,"78.31","78.99","77.53","77.68","7,136,702"
03/26/2021,"77.41","78.26","76.57","78.17","6,193,860"
03/25/2021,"75.10","77.67","74.63","77.53","6,359,378"
03/24/2021,"76.23","77.83","75.55","75.55","7,722,639"
03/23/2021,"76.27","77.17","75.01","75.18","8,285,427"
03/22/2021,"78.36","78.54","76.59","76.92","7,457,120"
03/19/2021,"78.00","78.55","76.12","78.36","15,023,810"
03/18/2021,"79.22","79.92","77.88","77.94","6,093,485"
03/17/2021,"78.46","79.84","78.31","79.56","6,685,907"
03/16/2021,"79.44","79.67","78.01","78.24","5,941,533"
03/15/2021,"78.78","80.06","78.35","79.57","7,868,591"
03/12/2021,"78.00","78.87","77.68","78.52","6,075,911"
03/11/2021,"76.57","78.08","76.20","77.05","6,314,890"
03/10/2021,"75.40","77.15","74.99","76.56","6,776,597"
03/09/2021,"76.04","76.70","74.75","74.83","6,558,270"
03/08/2021,"76.11","77.34","75.54","75.61","7,232,303"
03/05/2021,"75.23","75.57","73.10","75.18","6,661,930"
03/04/2021,"75.02","76.46","72.74","74.42","8,284,190"
03/03/2021,"74.80","76.39","74.65","75.07","5,960,710"
03/02/2021,"74.31","75.42","74.20","74.67","5,792,320"
03/01/2021,"73.51","75.34","73.10","74.36","10,910,490"
02/26/2021,"73.93","73.93","71.99","71.99","8,000,700"
02/25/2021,"76.66","77.12","72.95","73.32","9,483,260"
02/24/2021,"74.19","78.17","73.52","77.67","11,159,300"
02/23/2021,"73.41","74.01","72.53","73.99","11,686,690"
02/22/2021,"72.25","74.26","72.22","73.00","10,506,950"
02/19/2021,"73.38","74.31","73.10","74.26","6,275,907"
02/18/2021,"72.47","73.05","72.02","72.88","4,904,599"
02/17/2021,"72.29","73.21","72.08","73.06","5,189,056"
02/16/2021,"72.84","73.25","72.04","72.61","6,110,513"
02/12/2021,"72.09","72.82","71.82","72.61","4,207,544"
02/11/2021,"72.47","73.19","71.17","72.33","4,535,812"
02/10/2021,"72.76","73.14","72.14","72.47","3,930,222"
02/09/2021,"72.25","73.34","71.57","73.04","6,262,977"
02/08/2021,"72.28","72.68","71.81","72.49","4,964,256"
02/05/2021,"73.35","73.88","72.00","72.33","7,952,948"
02/04/2021,"71.07","72.81","70.73","72.68","9,024,262"
02/03/2021,"69.76","70.92","69.37","70.58","8,369,994"
02/02/2021,"67.67","70.42","67.55","70.14","8,710,588"
02/01/2021,"67.60","67.60","66.13","66.96","5,993,950"
01/29/2021,"67.11","67.56","66.11","66.73","15,649,060"
01/28/2021,"66.44","69.29","66.21","68.17","8,753,242"
01/27/2021,"66.55","67.76","65.25","65.50","12,376,960"
01/26/2021,"69.20","70.93","67.19","67.20","13,322,200"
01/25/2021,"66.04","66.52","65.02","66.28","10,514,050"
01/22/2021,"67.72","68.11","67.12","67.58","4,558,065"
01/21/2021,"68.33","68.70","67.85","68.11","7,375,133"
01/20/2021,"69.47","69.53","68.62","68.84","4,657,716"
01/19/2021,"69.78","70.05","69.15","69.36","7,381,835"
01/15/2021,"70.31","70.33","68.95","69.20","6,980,754"
01/14/2021,"71.00","72.37","70.55","70.94","9,712,524"
01/13/2021,"71.30","71.45","69.79","70.50","7,032,644"
01/12/2021,"69.69","71.72","69.57","71.52","5,356,226"
01/11/2021,"68.79","69.85","68.52","69.80","4,569,327"
01/08/2021,"69.96","70.08","68.70","69.86","5,158,100"
01/07/2021,"70.35","70.87","69.69","69.78","8,771,409"
01/06/2021,"68.50","71.49","68.45","70.28","8,753,767"
01/05/2021,"68.76","69.88","68.40","69.42","6,436,782"
01/04/2021,"71.38","71.56","68.31","68.43","7,660,481"
12/31/2020,"71.35","71.70","70.94","71.51","4,177,011"
12/30/2020,"70.50","71.64","70.34","71.36","5,015,547"
12/29/2020,"71.00","71.10","69.67","70.34","3,670,270"
12/28/2020,"70.70","71.46","70.34","70.63","2,938,003"
12/24/2020,"70.95","70.95","69.89","70.27","1,758,644"
12/23/2020,"69.79","71.41","69.59","70.72","4,312,925"
12/22/2020,"69.49","70.11","68.97","69.25","4,064,892"
12/21/2020,"68.69","70.24","67.78","69.67","8,351,725"
12/18/2020,"70.57","70.76","69.81","70.17","16,809,770"
12/17/2020,"71.39","71.49","70.51","70.64","5,769,943"
12/16/2020,"71.15","71.18","70.45","70.57","5,621,098"
12/15/2020,"71.50","71.80","70.10","71.04","8,128,446"
12/14/2020,"73.40","73.83","70.71","70.80","10,849,270"
12/11/2020,"72.66","73.58","72.36","72.89","7,185,886"
12/10/2020,"72.97","73.74","72.45","72.98","7,497,877"
12/09/2020,"74.47","74.82","73.28","73.54","5,329,427"
12/08/2020,"73.19","74.51","72.79","74.48","4,364,890"
12/07/2020,"73.38","73.75","72.55","73.04","4,913,838"
12/04/2020,"73.38","74.66","73.38","73.91","9,297,932"
12/03/2020,"72.11","74.39","71.91","73.29","6,894,102"
12/02/2020,"71.19","72.35","70.69","71.94","5,401,615"
12/01/2020,"72.72","72.94","71.21","71.23","6,545,786"
11/30/2020,"73.09","73.55","71.36","71.72","10,730,800"
11/27/2020,"73.77","74.40","73.39","73.91","5,103,396"
11/25/2020,"73.55","74.19","72.90","73.81","5,374,246"
11/24/2020,"74.09","75.32","73.80","74.36","10,570,540"
11/23/2020,"70.82","72.84","70.34","72.64","7,208,784"
11/20/2020,"70.80","71.12","69.65","69.76","5,835,603"
11/19/2020,"68.65","71.23","68.20","71.11","8,928,957"
11/18/2020,"69.67","71.32","69.33","69.51","13,392,600"
11/17/2020,"67.52","69.62","67.36","68.87","11,134,170"
11/16/2020,"67.56","69.04","67.15","68.66","12,885,030"
11/13/2020,"64.78","66.40","64.52","66.15","6,827,329"
11/12/2020,"63.88","64.64","63.27","63.99","8,345,484"
11/11/2020,"67.65","67.70","65.12","65.85","10,124,690"
11/10/2020,"66.10","68.15","65.75","67.89","14,358,580"
11/09/2020,"65.12","66.39","62.49","64.99","19,021,240"
11/06/2020,"57.63","58.85","57.24","58.56","7,849,830"
11/05/2020,"57.11","58.82","56.87","58.28","7,446,655"
11/04/2020,"57.36","58.59","56.14","56.82","8,661,992"
11/03/2020,"56.51","57.51","56.34","57.04","7,740,494"
11/02/2020,"55.40","56.00","53.91","55.75","9,750,832"
10/30/2020,"53.12","54.45","52.92","54.32","14,574,140"
10/29/2020,"52.50","53.48","51.92","53.14","14,994,490"
10/28/2020,"55.20","56.07","52.25","52.34","19,787,449"
10/27/2020,"59.77","59.80","56.44","56.53","14,785,860"
10/26/2020,"61.65","61.75","59.88","60.81","7,596,832"
10/23/2020,"63.07","63.79","62.42","62.57","5,864,562"
10/22/2020,"60.23","62.97","60.22","62.80","6,990,059"
10/21/2020,"60.42","61.10","60.19","60.35","5,647,157"
10/20/2020,"61.98","62.31","61.04","61.24","5,960,815"
10/19/2020,"61.60","62.67","61.00","61.46","7,373,253"
10/16/2020,"61.00","62.04","60.64","61.75","8,287,997"
10/15/2020,"59.37","60.50","58.92","60.49","6,166,905"
10/14/2020,"59.28","60.34","59.21","59.94","5,973,730"
10/13/2020,"59.75","60.10","58.53","59.52","8,836,729"
10/12/2020,"59.84","60.68","59.56","60.53","5,378,932"
10/09/2020,"61.22","61.33","59.89","59.91","3,996,632"
10/08/2020,"59.82","60.85","59.68","60.80","4,483,039"
10/07/2020,"59.31","59.94","58.95","59.69","4,925,797"
10/06/2020,"59.81","60.58","58.43","58.45","7,187,242"
10/05/2020,"59.85","60.33","59.17","59.51","6,077,774"
10/02/2020,"56.52","59.38","56.51","59.34","8,381,224"
10/01/2020,"57.82","58.45","57.09","57.46","6,525,590"
09/30/2020,"57.61","58.61","57.10","57.54","7,708,422"
09/29/2020,"58.68","58.79","57.49","57.60","6,415,150"
09/28/2020,"58.09","59.57","58.09","58.89","5,457,481"
09/25/2020,"56.87","57.74","56.34","57.49","11,955,160"
09/24/2020,"58.05","58.32","56.62","57.38","7,737,303"
09/23/2020,"59.82","60.88","58.30","58.33","7,279,960"
09/22/2020,"59.94","60.78","58.93","59.79","5,883,245"
09/21/2020,"61.58","62.57","59.63","60.02","8,845,176"
09/18/2020,"62.57","63.33","62.10","62.35","16,814,160"
09/17/2020,"62.23","64.01","61.56","62.81","6,063,176"
09/16/2020,"61.24","63.73","60.91","62.92","8,896,470"
09/15/2020,"61.74","62.44","60.96","61.44","7,069,294"
09/14/2020,"61.28","62.23","61.08","61.97","6,548,618"
09/11/2020,"59.50","60.90","59.40","60.65","9,780,925"
09/10/2020,"60.30","61.68","59.38","59.52","8,670,608"
09/09/2020,"59.77","60.31","58.89","59.58","7,560,957"
09/08/2020,"60.38","60.59","58.82","59.25","10,523,800"
09/04/2020,"61.49","62.21","59.94","61.17","6,785,915"
09/03/2020,"62.19","63.20","60.42","60.86","8,515,693"
09/02/2020,"61.00","62.15","60.76","62.00","7,511,888"
09/01/2020,"60.69","61.35","60.12","60.68","9,310,332"
08/31/2020,"62.19","63.57","60.92","61.00","10,885,660"
08/28/2020,"61.12","62.53","60.63","62.24","18,550,070"
08/27/2020,"60.76","61.96","60.38","60.90","8,749,797"
08/26/2020,"60.64","60.92","59.99","60.77","8,659,614"
08/25/2020,"61.36","61.40","59.64","60.95","12,678,830"
08/24/2020,"60.40","62.04","60.13","61.88","6,379,751"
08/21/2020,"60.67","61.28","60.23","60.27","7,067,375"
08/20/2020,"61.00","61.42","60.34","60.99","4,689,219"
08/19/2020,"62.02","62.91","61.50","61.64","5,381,198"
08/18/2020,"62.72","63.17","62.03","62.10","4,727,656"
08/17/2020,"63.58","63.88","62.68","62.77","6,408,359"
08/14/2020,"62.80","64.24","62.59","63.64","5,124,446"
08/13/2020,"63.06","64.04","62.65","63.30","9,451,986"
08/12/2020,"65.13","65.14","63.38","64.29","7,331,619"
08/11/2020,"65.19","66.15","64.08","64.26","12,120,850"
08/10/2020,"61.50","64.44","61.36","64.23","10,042,620"
08/07/2020,"59.87","61.29","59.35","61.23","6,263,093"
08/06/2020,"59.50","60.41","59.30","59.87","5,786,706"
08/05/2020,"57.85","60.05","57.70","60.03","10,153,290"
08/04/2020,"57.72","57.91","57.12","57.51","7,844,585"
08/03/2020,"56.47","57.52","55.73","57.51","8,793,323"
07/31/2020,"57.36","57.38","56.11","56.68","11,445,380"
07/30/2020,"58.62","58.65","57.27","57.46","12,292,070"
07/29/2020,"60.70","60.99","59.06","59.40","11,162,450"
07/28/2020,"61.74","61.82","59.75","61.00","13,111,770"
07/27/2020,"61.65","61.85","60.65","61.09","10,194,320"
07/24/2020,"63.21","63.97","61.79","62.07","6,058,884"
07/23/2020,"63.59","64.33","62.88","63.12","6,043,274"
07/22/2020,"62.60","63.73","62.17","63.63","5,758,652"
07/21/2020,"62.00","63.48","61.83","63.05","7,395,916"
07/20/2020,"61.78","62.03","60.82","61.41","6,688,331"
07/17/2020,"62.47","62.61","61.71","62.20","10,791,420"
07/16/2020,"62.30","62.81","61.45","62.37","5,684,076"
07/15/2020,"62.35","63.22","62.05","62.94","9,036,942"
07/14/2020,"59.00","60.56","58.45","60.47","7,256,823"
07/13/2020,"60.28","60.80","58.74","59.35","7,440,814"
07/10/2020,"59.10","60.20","58.77","59.64","10,458,000"
07/09/2020,"60.66","60.88","58.06","58.11","10,778,910"
07/08/2020,"60.88","61.64","60.20","61.01","9,306,939"
07/07/2020,"62.54","62.83","60.94","61.01","8,783,009"
07/06/2020,"63.06","63.83","62.12","63.32","6,128,179"
07/02/2020,"62.67","63.46","61.62","61.79","8,238,315"
07/01/2020,"61.78","62.90","61.23","61.61","6,860,336"
06/30/2020,"61.05","61.86","60.08","61.62","10,746,430"
